lam      chi    loggf
4233.603 2.482 -0.604  
4234.037 3.573 -3.733         
4234.075 4.260 -3.238         
4234.549 3.547 -2.790        
4235.387 3.396 -1.676     
4235.635 2.559 -3.968      
4235.728 3.274 -6.299        
4235.834 2.404 -3.620      
4235.937 2.425 -0.341  
4235.963 3.332 -1.775         
4236.766 3.635 -2.562    
4237.074 0.958 -4.379  
4237.671 3.018 -2.370 
4238.016 3.417 -2.645         
4238.021 3.417 -1.286         
4238.616 3.634 -2.850      
4238.810 3.396 -0.233     
4239.010 2.759 -3.744         
4239.361 3.642 -1.520    
4239.637 3.252 -7.373        
4239.732 2.949 -1.528      
4239.835 0.958 -4.504         
4239.848 2.692 -1.643      
4239.943 3.071 -1.828         
4240.371 3.546 -1.266       
4240.646 2.998 -5.338         
4240.693 2.990 -2.648     
4240.815 3.943 -3.051         
4241.114 2.831 -2.510 
4242.596 2.727 -2.648     
4242.729 3.301 -1.749     
4243.368 3.640 -1.529    
4243.544 3.695 -2.363     
4243.625 3.301 -9.067        
4243.816 3.883 -1.500 
4245.151 4.076 -1.857     
4245.257 2.858 -1.170 
4245.344 3.332 -1.610     
4245.400 3.047 -4.946         
4246.014 3.274 -2.176         
4246.085 3.642 -1.102     
4246.596 3.430 -4.381         
4246.787 2.588 -4.809     
4247.150 4.143 -3.056     
4247.297 3.635 -3.470    
4247.306 2.453 -2.714     
4247.426 3.368 -0.239      
4248.224 3.071 -1.286     
4248.402 1.011 -5.045         
4248.717 3.695 -5.002     
4248.743 3.038 -5.864         
4248.900 3.301 -5.380        
4249.320 2.424 -3.140  
4249.584 2.559 -4.187     
4250.119 2.469 -0.405  
4250.189 2.404 -5.047      
4250.787 1.557 -0.714     
4250.893 3.071 -1.662   
4251.888 2.609 -8.016     
4252.485 4.076 -2.904      
4253.036 3.547 -5.391         
4253.513 3.332 -3.332         
4253.539 4.593 -1.190         
4253.758 3.252 -6.683         
4253.932 3.640 -1.891    
4254.391 3.237 -2.238         
4254.401 3.017 -4.901         
4254.945 3.018 -2.566     
4254.956 3.017 -4.873         
4255.500 3.018 -2.014     
4256.106 4.312 -2.329         
4256.199 3.417 -2.398         
4256.314 2.433 -3.360     
4256.426 2.990 -3.448      
4256.807 4.256 -1.560  
4257.285 3.430 -3.074         
4258.316 0.087 -4.316  
4258.611 2.831 -2.020 
4258.952 3.018 -2.242     
4259.048 2.609 -4.216      
4259.336 2.990 -3.501     
4259.945 2.176 -3.347         
4259.999 3.332 -1.256      
4260.081 3.397 -2.645         
4260.135 3.071 -1.524     
4260.171 3.397 -1.968         
4260.474 2.399  0.109
4260.723 2.845 -2.291         
4262.696 4.371 -2.703         
4263.930 4.143 -3.524     
4264.203 3.368 -1.510     
4264.741 3.960 -1.450         
4265.182 3.417 -6.051         
4265.236 3.960 -2.026         
4265.269 3.929 -1.544         
4266.965 2.727 -1.812     
4267.283 4.320 -2.456         
4267.392 4.283 -2.553         
4267.819 3.301 -7.353         
4267.827 3.111 -1.174     
4267.888 4.580 -2.239         
4268.749 3.301 -1.568     
4269.874 3.397 -0.963         
4270.302 2.588 -3.545     
4271.007 3.267 -9.277         
4271.154 2.449 -0.349  
4271.636 2.198 -4.478         
4271.761 1.485 -0.164   
4271.771 3.252 -6.318         
4271.942 2.433 -4.197     
4272.866 3.642 -3.878     
4273.364 2.404 -3.510      
4273.774 3.047 -5.009   
4273.869 3.071 -1.962   
4274.282 4.584 -2.544         
4275.082 3.301 -5.865        
4275.634 3.430 -2.828         
4275.699 2.559 -2.860     
4276.676 3.881 -1.210 
4276.700 3.267 -2.028         
4277.410 2.609 -3.020  
4277.674 2.433 -9.122      
4277.676 4.143 -1.577     
4278.006 4.256 -3.437         
4278.231 3.368 -1.740 
4278.379 2.845 -3.377         
4278.798 3.547 -4.076         
4279.089 3.635 -3.439    
4279.489 3.883 -1.460 
4279.870 2.858 -2.330 
4279.956 3.415 -8.189        
4280.082 3.017 -6.055         
4280.470 3.047 -3.458         
4280.540 3.237 -2.070  
4280.632 3.018 -5.000     
4281.591 2.453 -3.165     
4282.403 2.176 -0.779     
4282.918 3.634 -3.488      
4283.062 3.547 -2.672         
4283.252 3.547 -3.717         
4283.396 2.609 -4.044     
4283.867 0.990 -5.851         
4284.405 2.990 -2.600 
4284.431 3.252 -7.247        
4284.699 3.430 -3.415         
4285.442 3.237 -1.196      
4285.823 3.640 -1.780 
4286.434 2.949 -2.440 
4286.838 2.453 -5.463     
4286.863 3.417 -1.828         
4286.984 3.943 -1.363         
4287.179 4.593 -2.510         
4287.945 3.430 -2.133         
4288.146 2.758 -2.062     
4288.595 3.642 -2.838    
4288.956 2.588 -2.395     
4289.080 3.368 -4.609         
4289.295 2.424 -4.147      
4289.914 3.397 -1.622         
4290.227 3.417 -3.231         
4290.318 3.417 -2.695         
4290.379 2.990 -1.719      
4290.623 3.634 -3.930      
4290.865 2.831 -2.131     
4291.427 2.728 -3.068         
4291.464 0.052 -4.080     
4291.473 1.557 -3.777         
4291.734 2.940 -4.663         
4292.118 2.176 -3.040 
4292.164 2.588 -3.713     
4292.284 2.198 -2.780 
4292.314 2.433 -4.412      
4293.244 3.695 -5.799      
4293.958 4.301 -4.155         
4294.038 2.559 -2.329      
4294.125 1.485 -1.110     
4294.908 3.267 -3.384         
4297.496 4.371 -3.107         
4298.036 3.047 -1.426      
4298.097 3.047 -5.254         
4298.201 3.111 -2.302         
4298.698 3.368 -2.779         
4299.235 2.425 -0.405      
4299.241 3.267 -1.750         
4299.629 3.018 -2.180    
4300.121 3.038 -5.599         
4300.207 3.881 -1.810 
4300.521 2.609 -6.823     
4300.526 3.237 -8.258         
4300.825 3.984 -1.190         
4301.328 3.984 -4.142         
4302.186 3.047 -1.716     
4302.692 2.453 -4.446     
4303.049 3.884 -3.683         
4304.151 3.301 -4.513         
4304.541 2.949 -2.029      
4304.641 4.076 -3.898    
4304.819 3.547 -3.789         
4304.869 3.301 -2.083         
4304.901 3.547 -4.177         
4305.134 2.728 -3.310        
4305.207 3.546 -2.070 
4305.450 3.017 -1.335     
4305.528 4.312 -1.975         
4306.057 3.397 -2.997         
4306.580 3.430 -2.218         
4306.692 4.415 -2.982         
4307.073 3.368 -3.767         
4307.619 3.252 -4.422         
4307.706 3.267 -7.299        
4307.902 1.557 -0.073     
4308.506 2.453 -3.317      
4308.529 2.223 -4.120         
4309.031 3.634 -1.149      
4309.374 2.949 -1.191      
4309.455 3.111 -1.579   
4309.672 2.998 -4.967         
4309.790 4.584 -2.023         
4310.066 3.430 -3.280         
4310.374 3.928 -1.500 
4310.542 3.635 -2.686     
4312.568 3.301 -6.644        
4312.853 4.143 -3.220     
4312.943 4.178 -3.258        
4313.043 2.759 -3.258         
4313.289 3.301 -6.585        
4315.005 3.884 -4.075         
4315.085 2.198 -0.965     
4315.952 2.433 -3.683      
4316.967 4.320 -2.099         
4317.047 3.546 -2.170 
4317.376 3.640 -3.080     
4317.565 3.695 -4.354     
4318.804 2.588 -5.256     
4319.460 2.609 -3.610   
4320.132 4.386 -3.505         
4320.362 3.397 -2.290         
4320.485 3.417 -2.227         
4322.694 2.609 -5.798     
4322.802 2.832 -3.410         
4322.903 4.593 -1.487         
4323.359 2.453 -4.108      
4324.310 3.047 -3.854         
4324.340 3.634 -5.038      
4324.667 3.415 -9.766        
4324.947 2.198 -3.374         
4325.175 3.018 -3.975     
4325.739 0.000 -4.815     
4325.762 1.608  0.006
4325.940 3.267 -1.828      
4326.753 2.949 -1.932     
4327.096 3.546 -0.804     
4327.780 3.695 -2.609       
4327.903 3.301 -1.742     
4328.081 4.415 -3.524         
4329.033 4.186 -1.863     
4329.535 2.223 -4.980         
4330.149 3.547 -5.959         
4330.707 3.415 -8.284        
4330.803 3.017 -1.860        
4330.953 3.267 -2.240         
4331.367 3.018 -3.207    
4331.425 3.397 -3.290         
4332.444 2.832 -3.065         
4332.549 3.943 -3.237         
4335.458 3.071 -6.100         
4335.898 3.884 -3.856         
4336.598 3.884 -2.687         
4336.859 3.417 -3.142         
4337.046 1.557 -1.695  
4337.518 2.588 -3.173      
4338.248 2.176 -2.780 
4338.829 2.484 -8.240      
4340.273 4.076 -2.369     
4340.489 2.759 -3.437        
4340.513 3.430 -2.779         
4340.580 4.076 -2.748    
4340.670 3.047 -4.416         
4341.235 3.397 -2.366         
4341.573 3.274 -2.597         
4341.811 3.547 -2.280         
4343.177 2.845 -3.138         
4343.203 4.186 -3.365     
4343.221 3.252 -3.768         
4343.231 4.103 -1.909        
4343.271 3.251 -1.700 
4343.698 3.047 -1.801    
4343.871 3.547 -4.741         
4343.933 4.371 -2.116         
4344.500 3.603 -1.177         
4344.608 4.143 -2.998     
4346.197 3.252 -3.068        
4346.359 3.267 -7.066         
4346.553 3.301 -1.717     
4347.234 0.000 -5.503  
4347.833 3.602 -1.660 
4348.316 3.984 -2.284         
4348.937 2.990 -2.143     
4350.980 3.635 -4.741     
4350.991 3.301 -3.022         
4351.370 3.417 -2.514         
4351.544 2.990 -1.729     
4352.045 2.759 -4.428        
4352.321 3.695 -3.580      
4352.590 4.446 -3.338         
4352.735 2.223 -1.287     
4354.276 3.882 -2.402         
4357.500 4.435 -3.959         
4357.524 3.960 -3.121         
4357.943 3.640 -4.279     
4358.499 2.949 -1.683     
4358.684 3.017 -3.017        
4358.943 3.884 -2.356         
4359.661 3.301 -5.675        
4359.889 3.882 -3.280         
4360.803 3.642 -1.870 
4362.337 4.076 -4.315    
4362.702 4.312 -3.350         
4362.813 3.884 -4.091         
4363.669 3.252 -2.885         
4363.962 4.415 -2.245         
4365.897 2.990 -2.250     
4367.063 4.386 -3.296         
4367.273 3.274 -2.961         
4367.578 2.990 -1.309      
4367.904 1.608 -2.886     
4368.652 3.252 -3.123         
4368.699 2.609 -4.535      
4369.275 4.593 -2.366         
4369.729 3.943 -2.204         
4369.772 3.047 -0.804     
4370.992 2.176 -5.727         
4372.982 3.017 -2.630 
4373.076 3.635 -3.377    
4373.533 2.559 -4.963      
4373.561 3.018 -1.827     
4373.897 3.640 -3.715    
4374.394 3.882 -2.263         
4374.439 4.446 -2.611         
4374.489 3.301 -2.472       
4374.500 3.301 -2.150    
4375.477 3.573 -2.402    
4375.930 0.000 -3.031   
4375.985 3.047 -2.010         
4376.774 3.017 -2.336     
4376.783 3.642 -2.766    
4377.337 3.884 -2.045         
4377.792 3.274 -2.310 
4378.341 3.301 -2.827         
4380.110 3.640 -3.522    
4381.084 2.559 -3.985      
4382.013 3.695 -3.393       
4382.768 3.573 -1.239       
4382.928 3.301 -3.348         
4383.545 1.485  0.200
4383.830 3.929 -3.728         
4384.446 2.559 -4.405     
4384.672 3.017 -2.160 
4385.250 3.018 -3.503    
4386.546 3.635 -4.074     
4387.001 3.241 -6.361         
4387.891 3.071 -1.523     
4388.407 3.602 -0.682     
4389.245 0.052 -4.583  
4390.448 2.990 -2.500 
4390.950 3.018 -1.520     
4391.863 3.928 -2.040 
4392.304 3.547 -2.776         
4392.580 3.881 -2.000 
4392.854 3.267 -3.812         
4393.028 3.017 -4.974        
4393.060 3.547 -5.198         
4393.608 3.018 -3.039    
4393.623 3.640 -4.373     
4393.898 2.279 -6.979      
4394.304 3.943 -2.643         
4395.202 3.984 -3.641         
4395.274 3.654 -1.830    
4395.434 2.453 -6.098     
4395.501 3.884 -1.867         
4395.545 3.884 -3.333         
4399.272 2.832 -4.082         
4401.290 3.602 -0.920  
4401.443 2.831 -2.147     
4404.080 3.929 -2.235         
4404.177 2.692 -7.077        
4404.750 1.557 -0.142  
4405.019 0.052 -5.221     
4405.397 3.929 -3.267         
4406.120 3.929 -2.142         
4406.772 3.943 -2.705         
4406.939 4.143 -3.723    
4406.991 2.559 -3.850      
4407.234 3.603 -3.084         
4407.655 3.017 -2.297        
4407.709 2.176 -1.973     
4408.239 3.018 -3.825    
4408.413 2.198 -1.775     
4409.119 3.301 -2.230 
4412.425 2.176 -3.424         
4413.400 4.076 -1.530  
4414.028 3.603 -2.902         
4414.228 3.071 -2.108        
4414.928 3.884 -2.506         
4414.975 3.415 -3.381         
4415.123 1.608 -0.615  
4415.747 2.279 -6.105      
4417.306 3.211 -3.519         
4418.419 2.990 -3.306    
4418.494 3.635 -4.804     
4418.646 2.588 -5.939      
4418.696 3.635 -6.194     
4419.111 4.386 -2.617         
4419.332 3.635 -2.780     
4419.791 3.301 -2.160         
4419.848 3.301 -2.643         
4420.548 3.301 -3.377         
4421.123 3.640 -3.597     
4421.657 3.415 -6.673        
4422.568 2.845 -1.115     
4422.873 3.301 -2.162        
4423.141 2.990 -2.510 
4423.631 3.301 -3.966        
4423.841 3.654 -1.610 
4424.068 3.642 -2.312    
4424.187 3.547 -2.245         
4425.657 3.573 -3.231         
4425.675 3.640 -5.983     
4425.750 3.266 -5.870         
4425.878 3.640 -6.214     
4427.299 3.654 -1.302         
4427.310 0.052 -2.924     
4428.566 3.943 -2.197         
4428.833 3.642 -4.235     
4429.189 3.929 -1.763         
4429.247 3.654 -2.617         
4429.296 3.943 -2.062         
4429.786 2.588 -4.233     
4430.002 3.882 -2.436         
4430.189 3.017 -1.753     
4430.614 2.223 -1.659  
4431.083 3.573 -3.800         
4432.044 4.371 -3.511         
4432.127 4.076 -2.628     
4432.568 3.573 -1.600  
4432.804 3.017 -3.636        
4432.912 2.728 -5.905        
4433.219 3.654 -0.700 
4433.270 3.018 -3.316    
4433.395 3.018 -3.571    
4433.782 3.602 -1.267     
4435.149 0.087 -4.379  
4436.921 3.047 -2.126     
4437.686 2.692 -3.377         
4438.343 3.686 -1.630 
4438.516 3.882 -1.794         
4439.634 3.047 -2.840 
4439.881 2.279 -3.002  
4440.479 3.602 -2.070 
4440.824 3.960 -1.600 
4440.968 3.301 -3.835         
4441.546 3.884 -1.662         
4441.652 3.635 -6.444     
4441.733 3.301 -4.611         
4441.739 3.635 -6.651     
4442.339 2.198 -1.255
4442.427 4.435 -2.520        
4442.832 2.176 -2.792  
4443.157 3.415 -3.213         
4443.194 2.858 -1.043     
4443.197 3.071 -2.242        
4443.914 2.559 -5.169      
4444.614 4.143 -2.092    
4445.471 0.087 -5.441  
4446.229 3.573 -6.297         
4446.479 3.603 -4.125         
4446.832 3.686 -1.320    
4446.896 3.301 -2.481         
4447.130 2.198 -2.734     
4447.633 3.252 -2.576         
4447.717 2.223 -1.342  
4448.182 3.929 -2.819         
4448.909 3.640 -5.227     
4448.996 3.640 -5.026     
4449.321 3.640 -3.624     
4449.567 2.559 -4.156      
4450.018 3.415 -8.060        
4450.316 3.111 -1.990     
4450.324 2.279 -7.227      
4450.767 3.881 -2.240 
4451.982 3.642 -4.503     
4452.307 3.642 -3.796     
4452.609 3.943 -1.930 
4452.801 2.588 -3.986      
4453.289 3.283 -6.442         
4453.317 3.960 -1.754         
4453.816 3.884 -3.235         
4453.846 3.929 -3.174         
4454.381 2.831 -1.299     
4454.574 3.047 -5.092        
4454.673 3.635 -3.154     
4454.924 4.473 -3.306         
4455.027 3.881 -1.090 
4455.032 4.371 -4.015         
4455.402 3.960 -2.890         
4456.326 3.047 -2.171      
4456.630 3.881 -1.680  
4456.648 3.943 -2.759         
4458.058 3.071 -6.167        
4458.078 3.884 -0.991         
4459.118 2.176 -1.279  
4459.369 4.178 -1.771        
4459.859 2.728 -3.979        
4460.118 2.759 -4.613        
4460.187 3.695 -2.963     
4461.195 3.017 -2.060        
4461.373 3.415 -2.515         
4461.653 0.087 -3.210  
4461.793 3.018 -5.051    
4461.970 3.602 -1.207     
4461.972 3.640 -2.860     
4461.996 3.071 -2.150        
4462.197 3.603 -3.078         
4463.140 3.071 -3.328        
4464.690 3.241 -2.459         
4464.766 3.017 -2.002     
4464.975 3.642 -3.378     
4465.364 3.018 -4.396     
4465.369 3.635 -2.512     
4466.552 2.831 -0.600     
4466.574 0.110 -4.213     
4466.608 3.018 -6.672    
4466.649 2.559 -4.505      
4466.939 3.928 -1.350 
4467.429 4.143 -2.668    
4469.376 3.654 -0.477     
4470.207 3.071 -4.238        
4470.515 4.415 -3.650         
4471.606 3.984 -2.045         
4471.677 0.110 -5.995  
4471.804 3.943 -2.898         
4472.514 1.485 -4.875         
4472.564 2.949 -5.834      
4472.704 3.640 -1.950     
4472.720 3.267 -2.715         
4472.915 2.559 -4.021       
4472.969 2.882 -3.386         
4474.714 4.143 -3.511     
4475.722 3.642 -4.251     
4475.914 2.588 -4.606      
4475.968 3.640 -7.177     
4476.019 2.845 -0.819     
4476.077 3.686 -0.370         
4476.518 4.186 -3.336    
4478.018 2.198 -3.700 
4478.991 3.642 -5.521     
4478.992 3.960 -2.415         
4479.362 4.386 -3.783         
4479.598 3.634 -1.973     
4479.616 3.686 -1.669         
4479.702 2.876 -3.231         
4479.963 3.984 -1.520  
4480.137 3.047 -1.933     
4480.273 3.603 -3.195         
4481.044 3.635 -3.834     
4481.609 3.686 -1.420 
4481.679 2.692 -4.777        
4482.170 0.110 -3.501  
4482.253 2.223 -1.482     
4482.665 2.759 -4.700        
4482.739 3.654 -1.350 
4483.741 3.547 -7.570        
4483.777 3.642 -2.470 
4484.220 3.602 -0.864     
4485.668 2.609 -4.075      
4485.676 3.686 -1.020 
4485.972 3.654 -2.350 
4487.004 3.929 -2.334         
4487.356 3.603 -2.720         
4487.736 3.237 -2.840   
4488.133 3.602 -1.720 
4488.430 3.640 -2.874     
4488.907 3.654 -1.831     
4488.925 2.559 -3.766       
4489.739 0.121 -3.966  
4490.084 3.017 -1.580 
4490.232 2.882 -3.987         
4490.499 2.588 -4.040      
4490.623 2.759 -4.999         
4490.631 3.640 -5.297     
4490.762 3.943 -1.158         
4490.808 3.943 -1.443         
4491.469 3.642 -4.060     
4491.774 3.573 -4.935         
4492.678 3.984 -1.650 
4492.980 3.252 -4.950        
4493.371 3.573 -3.040   
4493.673 3.642 -6.576     
4493.915 3.884 -3.669         
4494.056 3.984 -1.810 
4494.223 2.728 -4.819         
4494.470 2.949 -3.090      
4494.563 2.198 -1.136  
4494.799 3.984 -3.458         
4495.369 3.929 -3.357         
4495.389 2.885 -3.368         
4495.424 3.882 -1.425         
4495.568 3.602 -2.120 
4495.953 3.654 -1.720 
4496.271 2.588 -3.760      
4498.533 3.884 -1.317         
4498.593 2.865 -3.361         
4502.591 3.573 -2.350  
4503.908 3.573 -3.591        
4504.208 3.960 -4.200         
4504.831 3.266 -2.270 
4507.217 3.111 -7.375        
4509.124 2.609 -5.411      
4509.266 3.047 -3.724        
4509.305 3.695 -2.747      
4509.930 2.728 -4.744        
4510.222 2.759 -5.307        
4510.820 3.602 -2.890 
4511.042 3.943 -2.156         
4513.714 2.588 -3.896      
4514.113 4.294 -3.064      
4514.184 3.047 -2.050 
4514.502 3.929 -2.728         
4515.167 2.875 -3.230 
4516.075 3.252 -4.809        
4516.272 3.603 -2.861         
4516.449 3.654 -2.762         
4517.525 3.071 -1.858     
4517.600 3.960 -2.071         
4518.432 3.237 -3.200  
4518.577 2.223 -3.940 
4518.809 3.984 -3.036         
4520.245 3.071 -4.637        
4521.641 3.274 -3.796         
4523.399 3.654 -1.990 
4523.927 2.609 -3.627      
4524.069 3.654 -5.319         
4525.141 3.603 -0.953         
4525.146 3.603 -3.836         
4525.157 4.312 -4.294        
4525.864 2.882 -3.200 
4526.396 3.882 -4.458         
4526.500 4.415 -4.215         
4526.562 3.111 -2.319        
4527.783 3.251 -2.740 
4528.614 2.176 -0.822  
4528.757 3.301 -1.991     
4528.815 3.017 -2.500         
4528.888 4.220 -3.620        
4529.625 3.654 -5.563         
4530.866 2.851 -3.953         
4531.148 1.485 -2.155  
4531.582 3.929 -2.059         
4531.625 3.211 -2.175         
4531.635 3.634 -2.021      
4532.271 4.559 -2.938         
4533.130 3.274 -1.940  
4533.961 2.949 -3.175     
4535.925 2.609 -5.479      
4536.488 3.642 -2.863     
4536.754 2.759 -4.777        
4537.315 4.143 -3.901    
4537.673 3.267 -2.880   
4537.795 4.320 -3.582       
4538.123 3.960 -2.907         
4538.200 4.103 -4.364         
4538.580 3.984 -2.756         
4538.643 3.695 -2.965      
4538.749 2.279 -4.087      
4538.836 3.943 -4.264         
4538.946 4.186 -2.083    
4539.252 4.549 -2.985         
4539.279 3.547 -6.726        
4539.351 2.728 -4.934        
4539.471 3.547 -7.317        
4539.691 3.686 -2.712         
4540.407 2.990 -5.116     
4540.658 2.990 -3.499      
4541.314 3.251 -2.950 
4541.942 3.267 -3.130 
4542.188 3.642 -4.535     
4542.412 3.640 -2.050 
4542.697 3.686 -2.395         
4543.220 3.640 -5.739     
4544.477 3.984 -3.419         
4545.524 3.642 -3.213     
4545.938 3.654 -5.844         
4546.334 3.642 -5.050     
4546.467 4.186 -2.510     
4546.680 3.960 -2.610         
4547.017 1.557 -3.730 
4547.222 2.588 -5.391      
4547.847 3.546 -1.012     
4548.768 3.017 -4.263         
4549.390 3.018 -5.880     
4549.463 3.882 -1.485        
4549.915 3.686 -3.158         
4551.647 3.943 -2.060 
4553.484 3.071 -3.446         
4554.295 3.547 -7.579        
4554.451 2.865 -3.050 
4555.750 3.274 -2.826         
4555.967 4.559 -3.550         
4556.088 2.949 -3.084      
4556.126 3.602 -0.787     
4556.925 3.251 -2.710 
4557.814 2.759 -5.020         
4558.105 3.642 -3.105     
4558.110 3.984 -3.004         
4560.030 2.728 -4.623         
4560.088 3.602 -1.920 
4560.259 2.832 -3.191        
4561.430 2.759 -3.080 
4564.699 3.654 -3.321         
4564.824 3.071 -3.621         
4565.310 3.274 -2.510 
4565.355 3.252 -3.055         
4565.662 3.241 -2.250 
4566.375 3.695 -4.323      
4566.515 3.301 -2.376     
4566.677 2.559 -4.540      
4566.989 3.415 -2.080 
4568.394 3.274 -4.582   
4568.603 3.928 -2.420 
4568.764 3.266 -2.460         
4568.841 3.635 -2.488     
4569.055 3.267 -5.596         
4569.088 2.845 -4.009        
